FacID,Site,Call,Ch,PC,City,St,Lat,Lon,RCAMSL,HAAT,ERP,DA,AntID,Az
16455,,WMDT,29,47,SALISBURY,MD,383006,754407,311.6,307,246,DA,87632,0
71218,,WBOC-TV,32,21,SALISBURY,MD,383017,753836,288,279,934,DA,90492,0
191262,,WMJF-CD,23,39,TOWSON,MD,392410,763611,212,0,3.57,DA,112853,110
39659,,WCBB,10,10,AUGUSTA,ME,440915,700035,386.7,304,30,ND,,
39644,,WLBZ,2,2,BANGOR,ME,444410,684015,268,192,3,ND,,
3667,,WVII-TV,7,7,BANGOR,ME,444535,683359,324,229,14,ND,,
17005,,WABI-TV,13,13,BANGOR,ME,444212,690445,506,391.4,12,ND,,
39656,,WMEA-TV,36,45,BIDDEFORD,ME,432500,704815,349.4,231,42.1,DA,41344,90
39649,,WMED-TV,10,10,CALAIS,ME,450145,671923,200.6,133,3.5,ND,,
48408,,WPME,24,35,LEWISTON,ME,435106,701938,345,278,11.4,ND,,
39648,,WMEB-TV,9,9,ORONO,ME,444211,690445,490,375,15,DA,40127,0
73288,,WMTW,8,8,POLAND SPRING,ME,435044,704541,766,612,29.8,ND,,
25683,,WGME-TV,15,38,PORTLAND,ME,435528,702926,580.5,465,603,DA,71807,0
39664,,WCSH,31,44,PORTLAND,ME,435130,704239,741.4,587.9,775,DA,43473,0
53065,,WPXT,34,43,PORTLAND,ME,435106,701938,331,254,116,DA,72996,0
48305,,WAGM-TV,8,8,PRESQUE ISLE,ME,463304,674832,525,350,10,ND,,
39662,,WMEM-TV,10,10,PRESQUE ISLE,ME,463306,674836,541,353,14.5,ND,,
84088,,WPFO,17,23,WATERVILLE,ME,440915,700035,416,331,338,DA,87649,0
67048,,WBKB-TV,11,11,ALPENA,MI,444211,833126,447.4,201.8,20,DA,86620,0
9917,,WCML,24,24,ALPENA,MI,450817,840944,676.5,399.5,400,DA,100757,0
5800,,WPXD-TV,24,50,ANN ARBOR,MI,422901,831844,524,293,206,DA,111094,155
16530,,WDCQ-TV,15,15,BAD AXE,MI,433233,833937,495.9,309,200,ND,,
67001,,WOBC-CD,16,14,BATTLE CREEK,MI,421717,850954,364.2,0,0.291,DA,23503,330
10212,,WOTV,17,20,BATTLE CREEK,MI,423415,852807,587,329,237,ND,,
71871,,WZPX-TV,21,44,BATTLE CREEK,MI,424045,850357,569,305,132,ND,,
82627,,WBSF,23,46,BAY CITY,MI,432827,835045,489.7,306,43.9,DA,87735,0
41221,,WNEM-TV,30,22,BAY CITY,MI,432814,835036,456.7,275.3,1000,DA,67337,0
26994,,WWTV,9,9,CADILLAC,MI,440812,852033,895.5,497,45,ND,,
25396,,WFQX-TV,32,32,CADILLAC,MI,440812,852033,824.5,422,200,DA,104034,335
9922,,WCMV,34,17,CADILLAC,MI,444453,850408,744,393,493,DA,60511,0
76001,,WBKP,5,5,CALUMET,MI,470211,884143,603,301,6.4,DA,85792,0
21254,,WTOM-TV,16,35,CHEBOYGAN,MI,453901,842037,357,168,51.1,DA,58961,0
73123,,WJBK,7,7,DETROIT,MI,422738,831250,520.4,314,27.2,DA,90122,0
25722,,W33BY-D,15,33,DETROIT,MI,422429,830530,253.3,0,2.66,DA,110840,325
16817,,WTVS,20,43,DETROIT,MI,422652,831023,516.8,318,371,ND,,
72123,,WWJ-TV,21,44,DETROIT,MI,422653,831023,522.8,323,264,ND,,
68444,,WDWO-CD,22,18,DETROIT,MI,422901,831844,471.5,0,15,DA,16531,45
10267,,WXYZ-TV,25,41,DETROIT,MI,422814,831501,516.1,305,720,DA,87212,0
74211,,WMYD,31,21,DETROIT,MI,422653,831023,523.3,324,622,DA,69338,0
53114,,WDIV-TV,32,45,DETROIT,MI,422858,831219,517,306,678,DA,89928,0
51570,,WKBD-TV,34,14,DETROIT,MI,422901,831844,500,269,283,DA,90214,0
6104,,WKAR-TV,33,40,EAST LANSING,MI,424207,842448,564.9,295.5,370,DA,107974,0
9630,,WJMN-TV,32,48,ESCANABA,MI,460805,865656,608,355,736,DA,101023,0
21735,,WJRT-TV,12,12,FLINT,MI,431349,840332,477.5,286,30,ND,,
21737,,WSMH,16,16,FLINT,MI,431331,840433,556.9,365.5,245,DA,101759,0
36838,,WOOD-TV,7,7,GRAND RAPIDS,MI,424114,853034,530,288,30,ND,,
24784,,WGVU-TV,11,11,GRAND RAPIDS,MI,425735,855345,462.3,259.9,41.5,DA,93578,0
49713,,WZZM,13,13,GRAND RAPIDS,MI,431835,855445,552.3,324.3,24.5,ND,,
36851,,WXSP-CD,15,15,GRAND RAPIDS,MI,430059,854424,343,0,15,DA,101779,0
68433,,WXMI,19,19,GRAND RAPIDS,MI,424115,853157,546.2,306,725,DA,43453,0
167892,,WOLP-CD,35,41,GRAND RAPIDS,MI,424113,853034,403,0,13.3,DA,102875,0
17203,,WOGC-CD,25,25,HOLLAND,MI,424859,855720,314.1,0,0.73,DA,18062,315
28926,,WOHO-CD,33,33,HOLLAND,MI,424859,855720,308.1,0,0.52,DA,19139,250
59281,,WBUP,10,10,ISHPEMING,MI,462110,875115,551.7,105,4.8,DA,85793,0
24783,,WGVK,5,5,KALAMAZOO,MI,421823,853925,432,169,10,ND,,
74195,,WWMT,8,8,KALAMAZOO,MI,423756,853216,505,257,25,ND,,
11033,,WLLA,22,45,KALAMAZOO,MI,423352,852731,590.7,330.8,275,DA,79747,0
36841,,WOKZ-CD,33,50,KALAMAZOO,MI,421748,853829,331.5,0,0.072,DA,107127,130
36533,,WLAJ,14,25,LANSING,MI,422513,843125,588.5,300,372,DA,1000529,0
74094,,WSYM-TV,28,38,LANSING,MI,422803,843906,564,281,760,DA,73084,0
9913,,WCMW,20,21,MANISTEE,MI,440357,861958,336,134,68.3,DA,87125,0
4318,,WNMU,8,13,MARQUETTE,MI,462110,875115,770.1,323.3,15.4,ND,,
81448,,WZMQ,19,19,MARQUETTE,MI,463008,873852,604,176,31,DA,100266,150
21259,,WLUC-TV,35,35,MARQUETTE,MI,462011,875055,699.8,257,63,DA,44077,0
455,,WADL,27,39,MOUNT CLEMENS,MI,423315,825315,351,170,782,DA,32831,0
9908,,WCMU-TV,26,26,MOUNT PLEASANT,MI,434505,851246,617.1,298,450,DA,114084,0
67781,,WTLJ,24,24,MUSKEGON,MI,425720,855405,487.2,283,310,DA,118259,0
67895,,WOMS-CD,29,29,MUSKEGON,MI,431545,860434,342,0,0.7,ND,,
33869,,WMKG-CD,31,49,MUSKEGON,MI,431506,860910,257,0,10.6,DA,16352,0
6863,,WILX-TV,10,10,ONONDAGA,MI,422633,843421,585.5,298.5,30,ND,,
168471,,WLPC-CD,28,40,Redford,MI,421955,830242,316,0,1.78,DA,76289,0
72052,,WEYI-TV,18,30,SAGINAW,MI,431301,834317,565.3,356,147,ND,,
67792,,WAQP,36,48,SAGINAW,MI,431318,840314,479.9,287,678,DA,76046,265
59279,,WGTQ,8,8,SAULT STE. MARIE,MI,460308,840638,483,288,15,DA,87544,0
26993,,WWUP-TV,10,10,SAULT STE. MARIE,MI,460336,840557,562.8,370,25,ND,,
59280,,WGTU,29,29,TRAVERSE CITY,MI,444453,850408,744.6,393,68.4,DA,87543,0
21253,,WPBN-TV,35,47,TRAVERSE CITY,MI,444453,850408,744,393,398,DA,96463,0
25395,,WFUP,21,45,VANDERBILT,MI,451012,844504,650.6,324,66,ND,,
35584,,KSAX,24,42,ALEXANDRIA,MN,454159,951036,768,356,55.3,ND,,
71549,,KWCM-TV,10,10,APPLETON,MN,451003,960003,694.5,381,50,DA,87147,0
28510,,KSMQ-TV,20,20,AUSTIN,MN,433834,923136,717,302.7,319,ND,,
18285,,KAAL,36,36,AUSTIN,MN,433834,923136,740,326,620,ND,,
49578,,KAWE,9,9,BEMIDJI,MN,474203,942915,748.8,334.7,27,ND,,
83714,,KFTC,26,26,BEMIDJI,MN,473321,944805,575.4,156,4.5,DA,18061,0
49579,,KAWB,28,28,BRAINERD,MN,462521,942742,616.8,227,138,ND,,
82698,,KRII,11,11,CHISHOLM,MN,475139,925647,600.5,200.4,63,ND,,
132606,,KCGE-DT,16,16,CROOKSTON,MN,475838,963619,495.2,219.6,105,DA,38385,0
17726,,WDSE,8,8,DULUTH,MN,464730,920722,608.7,295,34,ND,,
71338,,WDIO-DT,10,10,DULUTH,MN,464715,920722,608,297,45,DA,105116,0
35525,,KQDS-TV,18,17,DULUTH,MN,464737,920704,609.7,299,1000,ND,,
166511,,KCWV,27,27,DULUTH,MN,464707,920716,513,207,40,DA,94742,350
4691,,KDLH,33,33,DULUTH,MN,464721,920651,618.5,311.9,381,DA,121593,0
71336,,WIRT-DT,13,13,HIBBING,MN,472253,925716,638,204,13,DA,87628,0
159007,,WRPT,31,31,HIBBING,MN,472253,925716,601.7,167,250,DA,86922,0
72207,,KQEG-CA,23,23,LA CRESCENT,MN,434453,911751,492,0,15,DA,94741,30
68853,,KEYC-TV,12,12,MANKATO,MN,435614,942442,642,317,52.7,ND,,
68883,,KMSP-TV,9,9,MINNEAPOLIS,MN,450330,930728,713,433,30,DA,93354,0
23079,,KARE,11,11,MINNEAPOLIS,MN,450344,930823,730.9,455,45.3,ND,,
36395,,WUCW,22,22,MINNEAPOLIS,MN,450344,930822,685.9,410,1000,DA,30005,0
11913,,WFTC,29,29,MINNEAPOLIS,MN,450330,930728,669,389,1000,DA,105151,0
35843,,KSTC-TV,30,45,MINNEAPOLIS,MN,450345,930822,706,428,745,ND,,
9629,,WCCO-TV,32,32,MINNEAPOLIS,MN,450344,930822,711,432,1000,ND,,
67002,,K33LN-D,33,33,MINNEAPOLIS,MN,445834,931621,495,0,15,ND,,
35585,,KRWF,27,27,REDWOOD FALLS,MN,442903,952928,481.1,151,58,DA,85588,0
35678,,KTTC,10,10,ROCHESTER,MN,433415,922538,788.8,381,43.1,ND,,
35906,,KXLT-TV,26,46,ROCHESTER,MN,433834,923136,757,343,145,DA,73065,0
35907,,KPXM-TV,16,40,ST. CLOUD,MN,452260,934231,721,430,594,DA,64438,0
68597,,KTCI-TV,23,23,ST. PAUL,MN,450330,930728,690.8,411.1,325,DA,98187,0
68594,,KTCA-TV,34,34,ST. PAUL,MN,450330,930728,690.8,411.1,662,DA,75131,0
28010,,KSTP-TV,35,35,ST. PAUL,MN,450344,930822,711,433,755,ND,,
55370,,KBRR,10,10,THIEF RIVER FALLS,MN,475838,963619,477,198.1,9.3,ND,,
9640,,KCCW-TV,12,12,WALKER,MN,465605,942720,709.5,286.4,59,ND,,
71558,,KSMN,15,15,WORTHINGTON,MN,435352,955651,809.3,290.1,200,DA,33521,0
168219,,KBNS-CD,36,36,BRANSON,MO,364353,931003,506.9,0,15,DA,75891,0
592,,KFVS-TV,11,12,CAPE GIRARDEAU,MO,372546,893014,745,609,6.8,ND,,
19593,,KBSI,36,22,CAPE GIRARDEAU,MO,372423,893344,685,543,949,DA,103609,0
65583,,KOMU-TV,8,8,COLUMBIA,MO,385317,921549,480.4,242,13.6,ND,,
63164,,KMIZ,17,17,COLUMBIA,MO,384629,923323,572,348,120,ND,,
4690,,KHQA-TV,7,7,HANNIBAL,MO,395822,911955,461.4,271,13.6,ND,,
41110,,KRCG,12,12,JEFFERSON CITY,MO,384130,920545,530.3,307.8,15.1,DA,28937,0
48521,,KNLJ,20,20,JEFFERSON CITY,MO,384215,920522,537,316,1000,DA,102994,0
67766,,KSNF,17,46,JOPLIN,MO,370433,943317,615.3,322.2,95.4,ND,,
18283,,KODE-TV,23,43,JOPLIN,MO,370437,943216,565.4,268.6,663,ND,,
51101,,KOZJ,35,25,JOPLIN,MO,370437,943216,577.5,281,68,ND,,
53843,,KCPT,18,18,KANSAS CITY,MO,390459,942850,615,355,1000,ND,,
41230,,KCTV,24,24,KANSAS CITY,MO,390414,943458,613.6,344,1000,ND,,
65686,,KMBC-TV,29,29,KANSAS CITY,MO,390501,943058,614,358,1000,ND,,
33337,,KPXE-TV,30,30,KANSAS CITY,MO,390120,943050,616.1,339,1000,DA,1000518,0
64444,,KCWE,31,31,KANSAS CITY,MO,390501,943058,588,332,1000,ND,,
33336,,KSMO-TV,32,47,KANSAS CITY,MO,390526,942819,616,356,750,DA,86597,0
11291,,WDAF-TV,34,34,KANSAS CITY,MO,390421,943546,616,347,1000,ND,,
59444,,KSHB-TV,36,42,KANSAS CITY,MO,385842,943202,611.9,323.7,650,ND,,
21251,,KTVO,33,33,KIRKSVILLE,MO,403147,922630,552.3,290,87,DA,44120,0
166319,1,KRBK,22,49,OSAGE BEACH,MO,374910,924453,596.7,275.1,52.3,DA,DA/93E,0
166319,2,KRBK,22,49,OSAGE BEACH,MO,374326,931633,442,136,24.9,DA,106350,180
166319,3,KRBK,22,49,OSAGE BEACH,MO,371325,931430,586.5,191.8,96.8,DA,DA/95E,0
166319,4,KRBK,22,49,OSAGE BEACH,MO,374518,935008,377.1,104.4,50.6,DA,DA/96E,0
166319,5,KRBK,22,49,OSAGE BEACH,MO,381417,931907,359.8,119.1,25.4,DA,106353,357
73998,,KPOB-TV,15,15,POPLAR BLUFF,MO,364804,902706,310.1,184,34.5,DA,85444,0
4326,,KMOS-TV,15,15,SEDALIA,MO,383736,925204,865,603,322,ND,,
28496,,KOLR,10,10,SPRINGFIELD,MO,371308,925657,1073,631,26,ND,,
51102,,KOZK,16,23,SPRINGFIELD,MO,371011,925631,1064,617,84.7,DA,44294,0
36003,,KYTV,19,44,SPRINGFIELD,MO,371026,925628,1073.5,628,574,ND,,
3659,,KOZL-TV,28,28,SPRINGFIELD,MO,371308,925657,933,493,1000,ND,,
46981,,KSDK,35,35,ST.  LOUIS,MO,383405,901955,496,339,838,ND,,
20427,,KQTV,7,7,ST. JOSEPH,MO,394612,944754,457.5,179,40,ND,,
999,,KTAJ-TV,21,21,ST. JOSEPH,MO,390120,943050,591.1,315.8,1000,DA,68463,0
48525,,KNLC,14,14,ST. LOUIS,MO,382140,903255,586.3,396.2,900,DA,77962,0
62182,,KETC,17,39,ST. LOUIS,MO,382856,902353,489.2,324.2,88.6,ND,,
9375,,KEFN-CD,21,49,ST. LOUIS,MO,382501,902559,377.3,0,8.52,DA,20353,0
70034,,KMOV,24,24,ST. LOUIS,MO,383147,901758,491,341,1000,ND,,
190156,,K25NG-D,25,25,ST. LOUIS,MO,383755,901359,260.4,0,15,ND,,
35417,,KPLR-TV,26,26,ST. LOUIS,MO,383424,901930,443,288,1000,ND,,
56524,,KDNL-TV,31,31,ST. LOUIS,MO,383450,901945,474.4,320.5,1000,ND,,
35693,,KTVI,33,43,ST. LOUIS,MO,383207,902223,496,337,823,ND,,
43197,,WMAH-TV,16,16,BILOXI,MS,304519,885644,511.8,474.4,540,DA,101417,0
13995,,WLOX,32,39,BILOXI,MS,304323,890528,412,366,622,DA,96212,220
43170,,WMAE-TV,9,12,BOONEVILLE,MS,344000,884505,382.5,223,31,ND,,
68905,,W34DV-D,34,34,BOONEVILLE,MS,343945,883407,251,0,6.2,DA,110347,0
43184,,WMAU-TV,18,18,BUDE,MS,312223,904504,462,340,682,ND,,
12477,,WCBI-TV,27,35,COLUMBUS,MS,334506,885240,667.5,583.9,599,DA,29621,0
68910,,W39CA-D,24,39,FULTON,MS,340330,881534,266.7,0,11,DA,111777,300
25236,,WXVT,15,15,GREENVILLE,MS,333926,904218,308.2,269,330,ND,,
43176,,WMAO-TV,25,25,GREENWOOD,MS,332234,903232,351,317.3,815,ND,,
43203,,WABG-TV,32,32,GREENWOOD,MS,332223,903225,607,572,1000,DA,68863,0
53517,,WXXV-TV,25,48,GULFPORT,MS,304449,890330,505,456,190,DA,105042,0
48668,,WHLT,22,22,HATTIESBURG,MS,312421,891413,309.5,243,1000,ND,,
41883,,WBII-CD,20,20,HOLLY SPRINGS,MS,345007,891031,280,0,15,DA,89877,280
60830,,WBUY-TV,26,41,HOLLY SPRINGS,MS,351633,894638,412.2,317,736,DA,99522,0
48667,,WJTV,12,12,JACKSON,MS,321427,902415,581,491,49.2,ND,,
71326,,WDBD,14,40,JACKSON,MS,321250,902257,690,598,555,DA,85776,330
43168,,WMPN-TV,20,20,JACKSON,MS,321130,902422,572,482,400,ND,,
49712,,WAPT,21,21,JACKSON,MS,321642,901740,423,332,1000,DA,39758,0
166512,,WWJX,23,23,JACKSON,MS,320314,902023,247,150,20,DA,105290,80
68542,,WLBT,30,30,JACKSON,MS,321250,902256,716,624,535,ND,,
21250,,WDAM-TV,7,7,LAUREL,MS,312713,891705,225,155,75,ND,,
136749,,WRBJ-TV,34,34,MAGEE,MS,320719,893252,501.2,374.6,968,DA,87818,120
4686,,WTOK-TV,13,11,MERIDIAN,MS,321939,884128,288.1,160,90,ND,,
73255,,WMDN,24,24,MERIDIAN,MS,321941,884131,310,182.1,616,ND,,
43169,,WMAW-TV,28,44,MERIDIAN,MS,320819,890536,509,369,640,ND,,
24314,,WGBC,31,31,MERIDIAN,MS,321940,884131,293.2,165.3,828,DA,79209,0
43192,,WMAB-TV,8,10,MISSISSIPPI STATE,MS,332114,890900,491,349,8,ND,,
16539,,WNTZ-TV,15,49,NATCHEZ,MS,314009,914130,327.8,313,492,DA,38528,0
43193,,WMAV-TV,36,36,OXFORD,MS,341728,894221,535.2,426.3,273,DA,89996,0
74148,,WTVA,11,8,TUPELO,MS,334740,890516,642.9,540.1,16,ND,,
83946,,WEPH,17,49,TUPELO,MS,334740,890516,556.2,453,517,DA,100494,0
84253,,WLOO,36,41,VICKSBURG,MS,321250,902257,690,598,890,DA,87301,330
37732,,WLOV-TV,16,16,WEST POINT,MS,334740,890516,611.6,508.9,390,DA,78413,0
35694,,KTVQ,10,10,BILLINGS,MT,454601,1082728,1230.4,180,26.1,ND,,
35724,,KULR-TV,11,11,BILLINGS,MT,454535,1082716,1243,191,16,ND,,
169030,,KBGS-TV,16,16,BILLINGS,MT,454609,1082729,1216,167.1,29.8,ND,,
5243,,KSVI,18,18,BILLINGS,MT,454826,1082027,1265.5,227.5,1000,ND,,
43567,,KUSM-TV,8,8,BOZEMAN,MT,454024,1105205,2110.8,271,17.9,DA,69541,0
33756,,KBZK,13,13,BOZEMAN,MT,454024,1105205,2110.8,271,18.9,DA,69691,0
18083,,KDBZ-CD,29,42,BOZEMAN,MT,454024,1105205,2068.3,0,11.6,DA,102782,270
35959,,KXLF-TV,5,5,BUTTE,MT,460027,1122633,2564.3,588,10,ND,,
18066,,KTVM-TV,6,6,BUTTE,MT,460027,1122633,2566.3,591.3,19.2,ND,,
14674,,KWYB,19,19,BUTTE,MT,460024,1122633,2573,585.2,111,DA,83344,0
24287,,KXGN-TV,5,5,GLENDIVE,MT,470239,1044054,860.3,152.4,1,ND,,
35567,,KRTV,7,7,GREAT FALLS,MT,473208,1111706,1214.5,153.5,28.5,DA,114151,0
34412,,KFBB-TV,8,8,GREAT FALLS,MT,473208,1111705,1207,143.3,31,ND,,
13792,,KTGF,17,45,GREAT FALLS,MT,473624,1112134,1264,160,0.433,DA,23503,140
169028,,KUGF,21,21,GREAT FALLS,MT,473209,1111705,1214.1,152.7,23.4,ND,,
47670,,KHMT,22,22,HARDIN,MT,454424,1080820,1348.1,247.5,1000,ND,,
5290,,KTVH-DT,12,12,HELENA,MT,464929,1114216,2394.3,671.2,17.5,ND,,
68717,,KUHM-TV,29,29,HELENA,MT,464929,1114216,2369.2,646.1,43.4,DA,68037,23
18079,,KCFW-TV,9,9,KALISPELL,MT,480048,1142158,2103,850,2.5,ND,,
169027,,KUKL-TV,15,46,KALISPELL,MT,480048,1142158,2083.2,830,12.1,DA,105734,0
35453,,KAJJ-CD,18,39,KALISPELL,MT,480048,1142158,2082,0,9.55,ND,,
5237,,KYUS-TV,3,3,MILES CITY,MT,462534,1055140,806,30.1,1.03,ND,,
35455,,KPAX-TV,7,7,MISSOULA,MT,470106,1140044,2151.7,653.5,22.5,ND,,
66611,,KUFM-TV,11,11,MISSOULA,MT,464809,1135824,1909,633.8,12.3,DA,93543,0
18084,,KECI-TV,13,13,MISSOULA,MT,470104,1140050,2152,610,41.3,ND,,
14675,,KTMF,23,23,MISSOULA,MT,470110,1140049,2148,642,92.6,DA,87965,0
168332,,KSKC-CD,27,27,PABLO/RONAN,MT,474625,1141607,1628,0,6.6,DA,88263,190
56537,,WLOS,13,13,ASHEVILLE,NC,352532,824524,1832.4,849.4,50,DA,98872,0
69300,1,WUNF-TV,20,25,ASHEVILLE,NC,352532,824524,1783,816,111,DA,108893,0
69300,2,WUNF-TV,20,25,ASHEVILLE,NC,352825,831923,754,187,1.34,DA,108894,90
73152,,WJZY,25,47,BELMONT,NC,352144,810918,788.1,553.5,645,ND,,
65074,,WGPX-TV,26,14,BURLINGTON,NC,361454,793920,435.2,213,126,ND,,
83822,,WUNW,27,27,CANTON,NC,353407,825426,1421,503,50,DA,103681,0
69080,,WUNC-TV,20,25,CHAPEL HILL,NC,355160,790959,609,464,892,DA,87110,0
10645,,WTVI,9,11,CHARLOTTE,NC,351715,804144,566,363,2.57,ND,,
67022,,W21CK-D,15,21,CHARLOTTE,NC,351157,805235,369,0,0.216,DA,19585,190
49157,,WCCB,18,27,CHARLOTTE,NC,351602,804404,576,368,813,DA,28621,0
74070,,WSOC-TV,19,34,CHARLOTTE,NC,351542,804337,565,348,720,ND,,
30826,,WBTV,23,23,CHARLOTTE,NC,352151,811112,808,565,1000,ND,,
32326,,WCNC-TV,24,22,CHARLOTTE,NC,352049,811014,812.6,577,828,DA,64697,0
70097,,WGTB-CD,27,28,CHARLOTTE,NC,352144,810918,646,0,1.27,DA,108069,230
69124,,WUNG-TV,21,44,CONCORD,NC,352131,803636,612,420,99.5,DA,105153,0
8617,,WTVD,9,11,DURHAM,NC,354006,783158,696.1,615,45,ND,,
54963,,WRDC,14,28,DURHAM,NC,354036,783207,677.7,585,523,ND,,
70423,,WUBX-CD,24,31,"DURHAM, ETC.",NC,360355,785324,197.2,0,5.56,DA,20778,180
69292,,WUND-TV,29,20,EDENTON,NC,355401,762044,490,488,664,DA,106306,0
16517,,WUVC-DT,22,38,FAYETTEVILLE,NC,353045,785840,594,509,356,DA,73196,0
22485,,WHFL-CD,7,43,GOLDSBORO,NC,352154,780154,155.4,0,1.54,ND,,
50782,,WNCN,8,17,GOLDSBORO,NC,354030,783139,690,611,11.3,ND,,
25544,,WMYV,28,33,GREENSBORO,NC,355203,794925,795.6,574.8,630,DA,38478,0
72064,,WFMY-TV,35,51,GREENSBORO,NC,355213,795024,791.8,568.8,743,ND,,
57838,,WNCT-TV,12,10,GREENVILLE,NC,352156,772337,585.2,575,35,ND,,
35582,,WYDO,19,47,GREENVILLE,NC,350616,772011,555,542,112,DA,101518,0
69149,,WUNK-TV,25,23,GREENVILLE,NC,353311,773605,371,351,1000,ND,,
81508,,WEPX-TV,36,26,GREENVILLE,NC,352410,772509,164.9,154,334,ND,,
65919,1,WHKY-TV,14,40,HICKORY,NC,353928,812423,581,251,537,DA,92552,0
65919,2,WHKY-TV,14,40,HICKORY,NC,351715,804144,370,167,10.2,DA,92553,0
72106,,WGHP,31,35,HIGH POINT,NC,354846,795028,577,365,922,ND,,
37971,,WPXU-TV,16,34,JACKSONVILLE,NC,343111,772651,203.9,199,401,DA,41098,0
69444,,WUNM-TV,28,19,JACKSONVILLE,NC,350616,772011,575,561,123,DA,87112,0
12793,,WAXN-TV,32,50,KANNAPOLIS,NC,351542,804337,581,364,107,DA,109661,345
69114,,WUNE-TV,36,17,LINVILLE,NC,360350,815032,1532,546,152,DA,88383,0
69416,,WUNU,30,31,LUMBERTON,NC,344751,790241,371,319,171,ND,,
167158,,WLPS-CD,33,14,LUMBERTON-PEMBROKE,NC,344202,790631,157.9,0,15,ND,,
76324,,WSKY-TV,13,9,MANTEO,NC,363115,761815,309.9,306,70,ND,,
18334,,WCTI-TV,10,12,NEW BERN,NC,350616,772011,602,589,32.8,ND,,
40211,,WYBE-CD,34,44,PINEHURST,NC,350958,792511,207,0,0.09,DA,113577,0
64611,,WRAZ,15,49,RALEIGH,NC,354030,783139,693.7,614.1,492,ND,,
8688,,WRAL-TV,17,48,RALEIGH,NC,354030,783139,708.6,629,526,ND,,
73205,,WLFL,18,27,RALEIGH,NC,354029,783139,689.7,610,590,ND,,
69397,,WUNP-TV,27,36,ROANOKE RAPIDS,NC,361728,775010,430,365,104,ND,,
168101,,WHIG-CD,30,31,ROCKY MOUNT,NC,355406,774649,190,0,5.18,DA,23503,0
20590,,WRPX-TV,32,15,ROCKY MOUNT,NC,360612,781128,445,354,265,DA,36353,0
64400,,WBFT-CA,36,46,SANFORD,NC,352853,791049,158,0,0.024,ND,,
71089,,WARZ-CD,23,34,SMITHFIELD-SELMA,NC,354035,783207,394.4,0,0.987,DA,106150,0
594,,WITN-TV,34,32,WASHINGTON,NC,352156,772337,605.5,594,828,ND,,
69332,,WUNJ-TV,21,29,WILMINGTON,NC,341917,781342,310,297,837,ND,,
48666,,WECT,23,44,WILMINGTON,NC,340754,781116,606.2,590,462,DA,86399,0
12033,,WWAY,24,46,WILMINGTON,NC,340754,781116,606,590,642,DA,68042,0
72871,,WSFX-TV,29,30,WILMINGTON,NC,340754,781116,606.2,590,167,DA,89590,0
53921,,WXII-TV,16,31,WINSTON-SALEM,NC,362231,802225,892,572,580,ND,,
414,,WXLV-TV,29,29,WINSTON-SALEM,NC,355203,794925,796,576,990,DA,105146,0
69360,,WUNL-TV,33,32,WINSTON-SALEM,NC,362231,802217,820,499,587,DA,96461,0
55686,,KXMB-TV,12,12,BISMARCK,ND,463523,1004821,1027.6,444.3,19.1,ND,,
22121,,KBMY,17,17,BISMARCK,ND,463515,1004821,867,290,75,ND,,
53324,,KBME-TV,22,22,BISMARCK,ND,463523,1004803,972,392,97.3,DA,18952,0
82611,,KNDB,26,26,BISMARCK,ND,463523,1004740,878.7,300,50,ND,,
41427,,KFYR-TV,31,31,BISMARCK,ND,463620,1004823,964,389,500,DA,73210,0
22124,,WDAZ-TV,8,8,DEVIL'S LAKE,ND,480818,975936,888,451,19,ND,,
162016,,KMDE,25,25,DEVILS LAKE,ND,480348,992010,716.3,244.5,134,DA,66852,0
41430,,KQCD-TV,7,7,DICKINSON,ND,465653,1025927,993.1,205,11.3,ND,,
53329,,KDSE,9,9,DICKINSON,ND,464335,1025459,1055.2,238.4,30.3,ND,,
55684,,KXMA-TV,19,19,DICKINSON,ND,464335,1025459,1033,217,150,DA,90602,0
53315,,KJRE,20,20,ELLENDALE,ND,461756,985157,740.5,162.5,72.3,DA,64873,0
53321,,KFME,13,13,FARGO,ND,470045,971142,631.1,342,56.2,ND,,
61961,,KVLY-TV,18,44,FARGO,ND,472032,971721,875,576,206,DA,73213,80
55372,,KVRR,19,19,FARGO,ND,464029,961341,767.2,379,1000,DA,85504,0
22129,,WDAY-TV,21,21,FARGO,ND,470028,971203,614,322,1000,ND,,
53320,,KGFE,15,15,GRAND FORKS,ND,475838,963619,461.7,186.1,22.6,DA,89463,260
86208,,KCPM,27,27,GRAND FORKS,ND,475745,970313,307.9,55.8,11.1,DA,99180,200
55364,,KJRR,7,7,JAMESTOWN,ND,465527,984620,592.6,135,21.3,ND,,
41425,,KMOT,10,10,MINOT,ND,481256,1011907,734.2,207,7.69,ND,,
55685,,KXMC-TV,13,13,MINOT,ND,480300,1012034,944.4,334,16.1,ND,,
22127,,KMCY,14,14,MINOT,ND,480311,1012307,836,217,40,ND,,
53313,,KSRE,15,40,MINOT,ND,480302,1012327,874.2,249.4,84.6,DA,59853,0
82615,,KNDM,24,24,MINOT,ND,480314,1012605,866.2,238.9,50,DA,105747,0
55362,,KNRR,12,12,PEMBINA,ND,485944,972429,674,427,4.44,DA,89556,0
49134,,KRDK-TV,24,38,VALLEY CITY,ND,471645,972027,891,573,285,DA,73275,0
41429,,KUMV-TV,8,8,WILLISTON,ND,480802,1035138,970.1,320,6,ND,,
